image,output,timestamp
"{""background"": "".gradio\\flagged\\image\\c0dfe053c4ea4553ed32\\background.png"", ""layers"": ["".gradio\\flagged\\image\\28b4995bedf07367e9c6\\layer_0.png""], ""composite"": "".gradio\\flagged\\image\\6f54b8bace85000380b3\\composite.png"", ""id"": null}","{""label"": ""7"", ""confidences"": null}",2025-06-19 12:25:08.306205
